Geneid	seqnames	start	end	strand	type	name	locus_tag	old_locus_tag	product	CO2-0-04percent_Lane1-S1_CO2-adaptation	CO2-0-04percent_Lane2-S2_CO2-adaptation	CO2-0-04percent_Lane2-S3_CO2-adaptation	CO2-0-04percent_Lane2-S4_CO2-adaptation	CO2-4percent_Lane2-S5_CO2-adaptation	CO2-4percent_Lane1-S6_CO2-adaptation	CO2-4percent_Lane1-S7_CO2-adaptation	CO2-4percent_Lane2-S8_CO2-adaptation	CO2-8percent_Lane2-S9_CO2-adaptation	CO2-8percent_Lane2-S10_CO2-adaptation	CO2-8percent_Lane2-S11_CO2-adaptation	CO2-8percent_Lane1-S12_CO2-adaptation	CO2-30percent_Lane2-S13_CO2-adaptation	CO2-30percent_Lane1-S14_CO2-adaptation	CO2-30percent_Lane2-S15_CO2-adaptation	CO2-30percent_Lane1-S16_CO2-adaptation
gene-SYNPCC7002_RS00245	NC_010475.1	51869	56263	+	protein-coding	SYNPCC7002_RS00245	SYNPCC7002_RS00245	SYNPCC7002_A0048	GAF domain-containing protein	21989.567289358583	20998.07568106934	22609.336561909924	23166.432512983156	8788.487583785773	11628.110264149094	10121.824176222946	9296.513459258447	8049.109463459074	9046.752787277615	7981.722100915369	8838.659968138307	11160.230579820647	10403.6373822944	10903.89777192917	11099.495659186055
gene-SYNPCC7002_RS00250	NC_010475.1	56378	59512	+	protein-coding	SYNPCC7002_RS00250	SYNPCC7002_RS00250	SYNPCC7002_A0049	hybrid sensor histidine kinase/response regulator	5261.781320740848	5106.833701283048	6360.782520144608	6304.025501674228	2403.530052689408	3275.548808231509	2711.3809099198756	2435.8281347772504	2179.021390541632	2514.901822606336	2705.0788649232554	2367.7233601218268	2505.3779363097674	2341.1821745610755	2498.8975129074083	2311.255256779748
gene-SYNPCC7002_RS00255	NC_010475.1	59525	60178	-	protein-coding	SYNPCC7002_RS00255	SYNPCC7002_RS00255	SYNPCC7002_A0050	DUF3318 domain-containing protein	2132.2470572242746	2303.717717419023	1993.9106022330852	1897.302336779633	3547.0899353080154	3374.994540453476	3104.1324093715048	3885.280158846172	3374.4567367415552	3372.6464083872	3449.7512531815864	3731.2582278374775	4554.8753383263065	4957.369589017765	4532.077062744568	4957.11827657258
gene-SYNPCC7002_RS00260	NC_010475.1	60296	60643	-	protein-coding	SYNPCC7002_RS00260	SYNPCC7002_RS00260	SYNPCC7002_A0051	metalloregulator ArsR/SmtB family transcription factor	1874.810404646016	1787.4566523667868	1993.9106022330852	1809.8568380174431	2857.432349981995	2729.9173571021333	2576.47641856847	2727.183454606938	2978.6943046987376	2631.565692078849	2739.867852758556	2784.709254277934	2833.533320908773	2940.6644964499274	2788.000085919414	2932.148680790402
gene-SYNPCC7002_RS00265	NC_010475.1	60707	61204	-	protein-coding	accB	SYNPCC7002_RS00265	SYNPCC7002_A0052	acetyl-CoA carboxylase biotin carboxyl carrier protein	1751.688527325979	1683.6855840145786	1490.2404761481653	1367.3296170087858	4219.139241859754	4416.094551237429	4287.703340883098	3616.7124059305384	4234.658022858151	4506.1419583758225	4442.647770859361	4397.715164501667	3175.4437216286938	3165.470367158247	3175.9231747973413	3055.23328026388
gene-SYNPCC7002_RS00270	NC_010475.1	61290	61847	-	protein-coding	efp	SYNPCC7002_RS00270	SYNPCC7002_A0053	elongation factor P	3776.483764343676	3165.017584742351	2719.5590570822355	2696.236211834185	8884.354879334638	8215.273542407613	7880.94760067152	7567.913740492366	8681.165347574515	8248.665862022468	7912.144125244768	8979.156295326973	5941.184463084378	5772.199929449214	5433.025808458345	5929.942481299992
gene-SYNPCC7002_RS00275	NC_010475.1	61952	62608	-	protein-coding	SYNPCC7002_RS00275	SYNPCC7002_RS00275	SYNPCC7002_A0054	ComF family protein	164.535599691322	136.19952721227332	171.35169237940576	218.61374690547447	95.86729554886529	138.16796423759993	118.29063773670045	115.5655179212728	88.46454363310045	139.20120789333964	138.2157084267357	127.88768244096592	151.30517733008008	169.51381189332832	198.69231381552385	161.37758597633743
gene-SYNPCC7002_RS00280	NC_010475.1	62605	63024	-	protein-coding	SYNPCC7002_RS00280	SYNPCC7002_RS00280	SYNPCC7002_A0055	type II toxin-antitoxin system VapC family toxin	554.0484479401659	603.1693347972104	787.9581611689341	642.5919227221522	337.49200984039305	322.9786170394852	280.4418490162224	380.8779041348991	341.05409584866356	300.9397542075057	324.3838054913184	311.6136487646071	364.5079272042838	408.1426973053957	425.76924389040823	383.8416028024749
gene-SYNPCC7002_RS00285	NC_010475.1	63031	63270	-	protein-coding	SYNPCC7002_RS00285	SYNPCC7002_RS00285	SYNPCC7002_A0056	Arc family DNA-binding protein	509.2768561874252	585.009397835574	650.3575597127445	617.418218533037	299.34073916278345	230.57329063854257	277.7836324378696	336.9304536577954	278.19770958303957	253.21362578693208	317.8021050900453	288.19759423316265	358.61292029531967	345.5753675936951	349.0256517817667	330.04907414369575
gene-SYNPCC7002_RS00290	NC_010475.1	63367	64266	-	protein-coding	SYNPCC7002_RS00290	SYNPCC7002_RS00290	SYNPCC7002_A0057	hypothetical protein	18341.801851304037	22557.235983061262	25247.114129447444	26845.768119992263	5229.658795961569	5910.420686749816	5161.592041016586	6422.838503061163	5022.690865484585	5626.3802504698415	5508.883235865608	5338.860433169338	7419.848696082888	7750.346086264492	7817.333574244632	6934.677508113121
gene-SYNPCC7002_RS00295	NC_010475.1	64484	65443	-	protein-coding	accD	SYNPCC7002_RS00295	SYNPCC7002_A0058	acetyl-CoA carboxylase, carboxyltransferase subunit beta	3877.219845787343	4363.573424210356	4346.102015804928	4673.034456579445	3561.76350095325	3983.109593244441	3723.4968721277114	3283.03731897475	4097.305178796231	3855.2105957507774	4065.6103621578577	3934.7977787646487	3964.392146278397	4028.3174955079785	4205.1283347200815	3974.264956332513
gene-SYNPCC7002_RS00300	NC_010475.1	65470	65679	-	protein-coding	SYNPCC7002_RS00300	SYNPCC7002_RS00300	SYNPCC7002_A0059	hypothetical protein	1373.3685770153204	1432.0407432604736	1664.1884062908953	1758.1844978397855	1126.929841554008	1426.5622294850286	1386.2599456109951	993.7006857878458	1289.7199255983592	1358.8689341968868	1280.6108495048572	1252.7589174322788	1305.744030335561	1316.096505214725	1343.538502943066	1206.2290748400817
gene-SYNPCC7002_RS00305	NC_010475.1	65831	66229	+	protein-coding	mutT	SYNPCC7002_RS00305	SYNPCC7002_A0060	8-oxo-dGTP diphosphatase MutT	223.85795876370335	108.95962176981864	101.25327276964886	100.69481675646097	817.8067252944018	747.1630677561932	654.5858324193817	699.0899992561503	748.4565994221525	608.5081373623133	703.301700021757	662.854466736274	516.7956056858579	488.1706771691988	469.9230914049691	464.9862646775824
gene-SYNPCC7002_RS00310	NC_010475.1	66337	67056	-	protein-coding	rnc	SYNPCC7002_RS00310	SYNPCC7002_A0061	ribonuclease III	802.5307821678766	804.2257797296138	873.634007358637	987.0741905732028	505.7488959057485	589.6339875107767	613.383475454913	563.9922811228314	670.468120166656	632.3712015726001	574.4884207396973	636.7365597588937	846.9159925878508	791.5494735619795	877.820539872817	747.6249745796423
gene-SYNPCC7002_RS00315	NC_010475.1	67152	67652	+	protein-coding	SYNPCC7002_RS00315	SYNPCC7002_RS00315	SYNPCC7002_A0062	hypothetical protein	1117.05121423088	1150.5617203551087	1361.7267068636108	1260.0101412551892	785.5248808748859	807.006517234899	842.6546553378437	951.380918661746	818.2970286061792	808.6927315708302	849.0393517642335	947.449591041522	1075.838760885959	1166.225924742512	1077.5641357720208	1262.7568168204934
gene-SYNPCC7002_RS00320	NC_010475.1	67696	70698	+	protein-coding	SYNPCC7002_RS00320	SYNPCC7002_RS00320	SYNPCC7002_A0063	UPF0182 family protein	3290.71199382644	3150.7490628439227	2840.2841130768165	3040.7184796852357	2697.001365594098	3095.138409067764	3039.0061032018607	3066.5554332912393	2628.328151625537	3183.067620494366	2839.533601692121	2812.6283962192715	3359.1714369580764	3313.885893451118	3346.2308723535048	3317.813759140632
gene-SYNPCC7002_RS00325	NC_010475.1	70804	72312	+	protein-coding	SYNPCC7002_RS00325	SYNPCC7002_RS00325	SYNPCC7002_A0064	bifunctional metallophosphatase/5'-nucleotidase	2435.5745913490928	1985.9188205903852	2302.8628960686806	2379.5775117711037	1135.733980941149	1022.6189455037652	1120.4382877757132	1162.9797542922454	962.633915586501	848.4645052546415	1031.446477170946	1033.9088693114709	881.3035328901417	820.650557148817	815.7948969356958	841.5339652890364
gene-SYNPCC7002_RS00330	NC_010475.1	72394	72648	-	protein-coding	SYNPCC7002_RS00330	SYNPCC7002_RS00330	SYNPCC7002_A0065	chlororespiratory reduction protein 7	367.12705237247354	403.4100282192095	382.9450700903386	315.33376826365406	351.18733777594525	303.6175010316686	328.95430157116135	372.73948737988	345.71012446093204	318.1741894704906	367.63497955682755	330.5266158861584	416.5804882334672	389.9545200636223	340.6153951123266	365.6068473249226
gene-SYNPCC7002_RS00335	NC_010475.1	72686	74116	+	protein-coding	SYNPCC7002_RS00335	SYNPCC7002_RS00335	SYNPCC7002_A0066	YdiU family protein	1495.3711645415387	1425.5550514884603	1518.7990915447328	1371.304412407067	1724.6330821698928	1544.489026987184	1884.6755540521488	1938.5708710455765	1713.4185293147875	1873.2505405075133	1749.7920638241844	1683.2540738180655	1618.1793965106615	1436.8660021001008	1624.2308192856317	1622.8932375021502
gene-SYNPCC7002_RS00340	NC_010475.1	74161	74340	+	protein-coding	SYNPCC7002_RS00340	SYNPCC7002_RS00340	SYNPCC7002_A0067	PCP reductase family protein	312.28185247536624	367.09015429593666	369.963881273717	331.2329498567795	329.6661081629347	281.616232840968	350.8845883425721	320.65362014775695	413.2225393388245	336.73435052293587	354.4715787542813	343.1352606338593	350.75291108336745	337.5725696073148	306.9743684345659	332.7842874653286
gene-SYNPCC7002_RS00345	NC_010475.1	74343	75515	-	protein-coding	lpxB	SYNPCC7002_RS00345	SYNPCC7002_A0068	lipid-A-disaccharide synthase	224.9772485575219	160.84515594592276	158.3705035627841	169.5912703266711	668.1363557130101	531.5506394873271	590.1240803943258	565.6199644738352	590.1516266050254	523.6616868368491	600.8152223447898	620.5254450832783	376.2979410222121	413.9629140227632	469.9230914049691	353.7542562645137
gene-SYNPCC7002_RS00350	NC_010475.1	75522	76319	-	protein-coding	lpxA	SYNPCC7002_RS00350	SYNPCC7002_A0069	acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase	471.2210031975956	338.55311049907937	328.42407706052774	280.885541478549	1033.9972591341898	1040.2199600563256	1081.2295932450093	1147.516762457709	1046.4424306073329	992.9686163058228	870.664938796988	1099.653945495911	945.1661077372536	814.1028133417785	825.2564356888159	1022.9697822906812
gene-SYNPCC7002_RS00355	NC_010475.1	76369	76836	-	protein-coding	fabZ	SYNPCC7002_RS00355	SYNPCC7002_A0070	3-hydroxyacyl-ACP dehydratase FabZ	841.7059249515247	784.7687044135748	559.4892379963931	565.7458783553793	1898.759394493342	1816.4247018242436	1694.6130686999222	1755.4564940576442	1827.4912303153649	1891.8107015599585	1856.039513159022	1825.5516359706896	1436.4166834842667	1337.9223179048531	1264.6923466670644	1537.189886757655
gene-SYNPCC7002_RS00360	NC_010475.1	76972	77229	-	protein-coding	SYNPCC7002_RS00360	SYNPCC7002_RS00360	SYNPCC7002_A0071	TIGR03643 family protein	156.70057113459237	164.7365710091306	151.8799091544733	103.3446803553152	320.861968775794	254.3346602844992	287.08739046210445	292.98300318069164	310.7899098689187	315.5227378915698	343.18866378067025	296.30315157097033	304.5753569631482	272.09513153693047	276.48718800784536	279.90349658042703
gene-SYNPCC7002_RS00365	NC_010475.1	77289	78125	-	protein-coding	ylqF	SYNPCC7002_RS00365	SYNPCC7002_A0072	ribosome biogenesis GTPase YlqF	857.375982064984	728.9917551742628	823.0073709738125	747.2615348768945	1237.470702748108	1173.9876706557857	1155.6596574388882	1084.037111768559	1247.815668087943	1349.5888536706643	1211.0328738342555	1304.9947313870396	1022.7836987052816	878.852724322492	1001.8718257470592	1000.1763379437408
gene-SYNPCC7002_RS00370	NC_010475.1	78306	79598	-	protein-coding	eno	SYNPCC7002_RS00370	SYNPCC7002_A0073	phosphopyruvate hydratase	4654.006962697394	4510.15005825785	2948.0279802547766	3398.450065530558	11616.572802477298	11701.15447454222	11784.538645982637	11649.329743134502	10626.221300349658	11842.708477249553	11797.227847824848	11058.682061215635	7912.081772981395	7764.896628057912	7836.256651750871	8037.880214505032
gene-SYNPCC7002_RS16605	NC_010475.1	79701	79904	-	protein-coding	SYNPCC7002_RS16605	SYNPCC7002_RS16605	NA	hypothetical protein	3.3578693814555507	0	0	1.324931799427118	4.891188548411494	2.640152182884075	1.9936624337646145	3.2553667020076853	0	2.6514515789207547	6.581700401273128	5.4037048918718	4.912505757470132	4.365162538025622	7.3589745857601425	5.470426643265675
gene-SYNPCC7002_RS00375	NC_010475.1	79979	80374	+	protein-coding	rbfA	SYNPCC7002_RS00375	SYNPCC7002_A0074	30S ribosome-binding factor RbfA	1239.0538017570982	1127.213229975862	1039.793224211394	1130.1668249113316	1710.937754234341	1621.053440290822	1491.9240546005196	1815.6807780447864	1566.7536280283316	1580.2651410367698	1522.2532785230278	1650.8318444668348	2606.5755549136525	2411.7523022591563	2387.461612037326	2711.5081395120196
gene-SYNPCC7002_RS00380	NC_010475.1	80386	81978	+	protein-coding	SYNPCC7002_RS00380	SYNPCC7002_RS00380	SYNPCC7002_A0075	beta-glucosidase	1212.190846705454	1387.938039210785	1253.9828396856512	1253.3854822580536	1964.301321042056	2068.999260653487	2148.503549453666	2166.4465401861144	1847.2793519175057	1804.3127994555737	2001.7771649014985	1862.4769527318135	3257.9738183541917	3298.6078245680287	3188.538559801502	3298.667265889202
gene-SYNPCC7002_RS00385	NC_010475.1	82165	82413	+	protein-coding	SYNPCC7002_RS00385	SYNPCC7002_RS00385	SYNPCC7002_A0076	DUF4327 family protein	3977.95592723101	4381.733361171993	4805.636099913334	5032.090974224194	1155.298735134795	1121.1846269981038	1151.0077784267708	858.602967654527	1205.9114105775272	958.4997457798528	1163.0804851964083	1197.8212510315825	1902.1222292924351	1890.1153789650944	1919.6410847997172	1884.5619786050252
gene-SYNPCC7002_RS16340	NC_010475.1	82481	82723	+	protein-coding	SYNPCC7002_RS16340	SYNPCC7002_RS16340	SYNPCC7002_A0077	DUF4327 family protein	1991.2165432031416	2107.84982590423	2319.7384415302886	2464.3731469344393	624.1156587773066	585.2337338726367	594.1114052618551	477.7250635196278	599.4636838295622	442.79241367976607	566.9664774239566	589.0038332140261	1040.468719432174	1014.1727630012864	1056.5384940984204	1047.586702185377
gene-SYNPCC7002_RS00390	NC_010475.1	82844	83233	-	protein-coding	SYNPCC7002_RS00390	SYNPCC7002_RS00390	SYNPCC7002_A0078	hypothetical protein	4396.570310119135	4101.551476621031	4518.751827065996	4321.927529731259	3516.764566307864	3452.439004484742	3291.536678145378	4154.661753437308	3576.9939813752326	3948.011401013004	3559.7596741742946	3308.8686287894984	5196.448590251906	5214.186651671605	4548.897576083448	4920.648765617475
gene-SYNPCC7002_RS00395	NC_010475.1	83336	83683	-	protein-coding	SYNPCC7002_RS00395	SYNPCC7002_RS00395	SYNPCC7002_A0079	hypothetical protein	1109.2161856741502	1094.784771115797	1751.1623713622605	1653.5148856850433	617.2679948095305	683.7994153669754	705.7565015526735	550.1569726392988	575.0195336151529	597.9023310466303	661.9310117851832	574.593953502368	452.9330308387462	415.41796820210504	406.8461663841679	408.4585226971704
gene-SYNPCC7002_RS17030	NC_010475.1	83787	84305	-	protein-coding	SYNPCC7002_RS17030	SYNPCC7002_RS17030	NA	ion channel	43.65230195892216	41.508427340883294	29.85673427822979	25.17370418911524	31.30360670983356	30.801775466980875	20.60117848223435	30.11214199357109	23.280143061342223	17.234435262984906	33.84874492083323	48.63334402684619	61.89757254412367	28.373556497166543	16.820513338880325	28.263870990205987
gene-SYNPCC7002_RS17035	NC_010475.1	84224	84586	-	protein-coding	SYNPCC7002_RS17035	SYNPCC7002_RS17035	NA	hypothetical protein	92.90105288693692	85.6111313905718	72.69465737308123	52.997271977084715	118.36676287155817	65.12375384447385	72.43640176011432	100.91636776223824	87.30053648003334	88.82362789384528	78.04016190080995	116.17965517524368	81.54759557400419	69.84260060840995	60.97436085344118	83.87987519674036
gene-SYNPCC7002_RS00405	NC_010475.1	84600	84794	-	protein-coding	SYNPCC7002_RS00405	SYNPCC7002_RS00405	SYNPCC7002_A0081	heavy-metal-associated domain-containing protein	521.589043919429	443.6213172056902	556.8930002330687	478.3003795931896	518.4659861316184	470.8271392809934	448.5740475970382	398.78242099594144	466.7668683799116	454.72394578490946	421.2288256814802	379.15995991300457	375.31543987071814	406.6876431260538	382.6666784595274	361.0481584555346
gene-SYNPCC7002_RS00410	NC_010475.1	84870	85547	-	protein-coding	SYNPCC7002_RS00410	SYNPCC7002_RS00410	SYNPCC7002_A0082	peptidoglycan-binding protein	1641.9981275317643	1486.520554145383	1718.7093993207063	1408.4025027910263	1637.569926008168	1661.5357737617112	1578.3160933969864	1575.5974837717197	1691.3023934065125	1578.9394152473094	1676.4531164957125	1614.8071451876897	1449.189198453689	1362.6582389536652	1390.8461967086669	1452.3982737870367
gene-SYNPCC7002_RS00415	NC_010475.1	85586	86875	-	protein-coding	SYNPCC7002_RS00415	SYNPCC7002_RS00415	SYNPCC7002_A0083	insulinase family protein	1941.9677922751268	2129.901177929074	2315.844084885302	2257.683786223809	2462.224315270346	2508.1445737398712	2482.774284181533	2044.370288860826	2347.8024277363634	2440.661178396555	2902.529876961449	2148.873312001019	2117.289981469627	1968.6883046495557	2204.5385294770026	1918.2962762384968
gene-SYNPCC7002_RS00420	NC_010475.1	86991	87764	+	protein-coding	SYNPCC7002_RS00420	SYNPCC7002_RS00420	SYNPCC7002_A0084	biotin--[acetyl-CoA-carboxylase] ligase	297.7310851557255	246.45628733649457	236.257636462514	257.03676908886086	252.38532909803308	233.21344282142664	305.030352365986	268.567752915634	250.2615379094289	300.9397542075057	323.44356257685087	267.48339214765406	276.0828235698214	277.187821164627	304.8718042672059	332.7842874653286
gene-SYNPCC7002_RS00425	NC_010475.1	87845	88510	+	protein-coding	SYNPCC7002_RS00425	SYNPCC7002_RS00425	SYNPCC7002_A0085	SDR family oxidoreductase	457.78952567177345	369.68443100474184	272.60496514905464	258.361700888288	528.2483632284413	470.8271392809934	463.19423877797874	502.95415546018734	495.86704720658935	400.369188417034	458.8385422601838	456.61306336316704	470.61805156563867	443.0639976096007	428.9230901414483	567.100895351875
gene-SYNPCC7002_RS00430	NC_010475.1	88528	89505	-	protein-coding	msrP	SYNPCC7002_RS00430	SYNPCC7002_A0086	protein-methionine-sulfoxide reductase catalytic subunit MsrP	667.0967171158361	710.8318182126264	786.660042287272	833.3821018396571	831.502053229954	845.728749250532	834.6800056027852	914.7580432641596	900.941536473944	969.105552095536	831.1747363893493	939.3440337037144	1134.7888299756005	1161.8607622044865	1041.8205449269	1146.9661195380363
gene-SYNPCC7002_RS00435	NC_010475.1	89652	90917	+	protein-coding	SYNPCC7002_RS00435	SYNPCC7002_RS00435	SYNPCC7002_A0087	MFS transporter	604.4164886619992	620.0321334044443	586.7497345112985	532.6225833697014	454.8805350022689	462.0266320047131	547.5926151406808	519.2309889702258	487.7189971351196	406.99781736433584	453.1970847733782	464.7186207009747	1153.4563518539871	1084.742890699367	1048.1282374289804	1249.0807502123291
gene-SYNPCC7002_RS00440	NC_010475.1	90933	91235	+	protein-coding	SYNPCC7002_RS00440	SYNPCC7002_RS00440	SYNPCC7002_A0088	hypothetical protein	202.59145268115157	225.7020736660529	237.55575534417616	227.8882695014643	161.4092220975793	227.93313845565848	181.4232814725799	191.2527937429515	226.9813948480867	225.37338420826416	214.3753844986105	224.25375301267968	246.60778902500064	265.547387729892	329.05129219184636	294.49130096246887
gene-SYNPCC7002_RS00445	NC_010475.1	91267	91764	+	protein-coding	SYNPCC7002_RS00445	SYNPCC7002_RS00445	SYNPCC7002_A0089	2TM domain-containing protein	629.0408641260066	649.8663155557041	703.5804338608933	761.8357846705928	738.5694708101356	723.4016981102366	599.4278384185607	611.1950983019428	671.6321273197232	609.8338631517736	591.4127932001139	657.4507618444022	755.5433854989063	751.5354836300779	793.7179731784154	726.6550057804571
gene-SYNPCC7002_RS00450	NC_010475.1	91804	92343	+	protein-coding	SYNPCC7002_RS00450	SYNPCC7002_RS00450	SYNPCC7002_A0090	Uma2 family endonuclease	491.36821948632894	509.77537328022294	614.010231026204	626.6927411290268	468.5758629378211	418.0240956233119	471.83344265762537	577.0137479308622	485.3909828289854	527.6388642052302	486.1055867797439	425.0914514939149	657.2932703495037	680.9653559319971	746.4102794128145	692.0089703731079
