old_locus_tag	level1	level2	level3	level4	level5	level6
SYNPCC7002_A2188	Amino acid related enzymes	Aminotransferase (transaminase)	Class I			
SYNPCC7002_A0511	Amino acid related enzymes	Aminotransferase (transaminase)	Class II			
SYNPCC7002_A1281	Amino acid related enzymes	Aminotransferase (transaminase)	Class II			
SYNPCC7002_A0326	Amino acid related enzymes	Aminotransferase (transaminase)	Class III			
SYNPCC7002_G0025	Amino acid related enzymes	Aminotransferase (transaminase)	Class III			
SYNPCC7002_A2206	Amino acid related enzymes	Aminotransferase (transaminase)	Class III			
SYNPCC7002_A1863	Amino acid related enzymes	Aminotransferase (transaminase)	Class IV			
SYNPCC7002_A0177	Amino acid related enzymes	Aminotransferase (transaminase)	Class V			
SYNPCC7002_A2100	Two-component system	OmpR family	PhoR-PhoB (phosphate starvation response)			
SYNPCC7002_A0851	Two-component system	OmpR family	PhoR-PhoB (phosphate starvation response)			
SYNPCC7002_G0054	Two-component system	OmpR family	KdpD-KdpE (potassium transport)			
SYNPCC7002_A1363	Two-component system	OmpR family	ManS-ManR (manganese homeostasis)			
SYNPCC7002_A0139	Two-component system	OmpR family	ManS-ManR (manganese homeostasis)			
SYNPCC7002_A1405	Two-component system	OmpR family	NblS-NblR (photosynthesis)			
SYNPCC7002_A0218	Two-component system	OmpR family	NblS-NblR (photosynthesis)			
SYNPCC7002_A2818	Two-component system	OmpR family	SasA-RpaAB (circadian timing mediating)			
SYNPCC7002_A1308	Two-component system	OmpR family	SasA-RpaAB (circadian timing mediating)			
SYNPCC7002_A0979	Two-component system	OmpR family	SasA-RpaAB (circadian timing mediating)			
SYNPCC7002_A0486	Two-component system	OmpR family	SasA-RpaAB (circadian timing mediating)			
SYNPCC7002_A1451	Two-component system	OmpR family	Unclassified			
SYNPCC7002_A0496	Two-component system	OmpR family	Unclassified			
SYNPCC7002_G0061	Two-component system	NarL family	Unclassified			
SYNPCC7002_A2602	Two-component system	CheA family	ChpA-ChpB/PilGH (chemosensory)			
SYNPCC7002_A1375	Two-component system	CheA family	ChpA-ChpB/PilGH (chemosensory)			
SYNPCC7002_A1374	Two-component system	CheA family	ChpA-ChpB/PilGH (chemosensory)			
SYNPCC7002_A2601	Two-component system	CheA family	ChpA-ChpB/PilGH (chemosensory)			
SYNPCC7002_A0049	Two-component system	CheA family	PixL-PixGH (positive phototaxis)			
SYNPCC7002_A0045	Two-component system	CheA family	PixL-PixGH (positive phototaxis)			
SYNPCC7002_A2534	Two-component system	CheA family	PixL-PixGH (positive phototaxis)			
SYNPCC7002_A0046	Two-component system	CheA family	PixL-PixGH (positive phototaxis)			
SYNPCC7002_A1111	Two-component system	CheA family	Cph1-Rcp1 (light response)			
SYNPCC7002_A1937	Two-component system	Cell cycle family	PleC-PleD (cell fate control)			
SYNPCC7002_A0900	Two-component system	Other families	CikA			
SYNPCC7002_A0997	Two-component system	Other families	SagS-HptB-HsbR (swarming activity and biofilm formation)			
SYNPCC7002_A2835	Two-component system	Other families	Unclassified			
SYNPCC7002_A1354	Two-component system	Other families	Unclassified			
SYNPCC7002_A1548	Two-component system	Other families	Unclassified			
SYNPCC7002_A0689	Two-component system	Other families	Unclassified			
SYNPCC7002_A1373	Bacterial motility proteins	Flagellar system	Chemotaxis proteins	Two component system proteins		
SYNPCC7002_A2602	Bacterial motility proteins	Pilus system	Twitching motility proteins			
SYNPCC7002_A1375	Bacterial motility proteins	Pilus system	Twitching motility proteins			
SYNPCC7002_A1374	Bacterial motility proteins	Pilus system	Twitching motility proteins			
SYNPCC7002_A2601	Bacterial motility proteins	Pilus system	Twitching motility proteins			
SYNPCC7002_A2600	Bacterial motility proteins	Pilus system	Twitching motility proteins			
SYNPCC7002_A2599	Bacterial motility proteins	Pilus system	Twitching motility proteins			
SYNPCC7002_A1372	Bacterial motility proteins	Pilus system	Twitching motility proteins			
SYNPCC7002_A1212	Bacterial motility proteins	Pilus system	Twitching motility proteins			
SYNPCC7002_A0697	Bacterial motility proteins	Pilus system	Twitching motility proteins			
SYNPCC7002_A0045	Bacterial motility proteins	Pilus system	Positive phototactic motility proteins			
SYNPCC7002_A2534	Bacterial motility proteins	Pilus system	Positive phototactic motility proteins			
SYNPCC7002_A0046	Bacterial motility proteins	Pilus system	Positive phototactic motility proteins			
SYNPCC7002_A0047	Bacterial motility proteins	Pilus system	Positive phototactic motility proteins			
SYNPCC7002_A0048	Bacterial motility proteins	Pilus system	Positive phototactic motility proteins			
SYNPCC7002_A0049	Bacterial motility proteins	Pilus system	Positive phototactic motility proteins			
SYNPCC7002_A2803	Bacterial motility proteins	Pilus system	Pilus assembly proteins			
SYNPCC7002_A2804	Bacterial motility proteins	Pilus system	Pilus assembly proteins			
SYNPCC7002_A0696	Bacterial motility proteins	Pilus system	Pilus assembly proteins			
SYNPCC7002_A0699	Bacterial motility proteins	Pilus system	Pilus assembly proteins			
SYNPCC7002_A2604	Bacterial motility proteins	Pilus system	Pilus assembly proteins			
SYNPCC7002_A0504	Bacterial motility proteins	Pilus system	Pilus assembly proteins			
SYNPCC7002_A0503	Bacterial motility proteins	Pilus system	Pilus assembly proteins			
SYNPCC7002_A0502	Bacterial motility proteins	Pilus system	Pilus assembly proteins			
SYNPCC7002_A0501	Bacterial motility proteins	Pilus system	Pilus assembly proteins			
SYNPCC7002_A0033	Bacterial toxins	Type II toxins: Membrane damaging toxins	Pore-forming toxins, Other			
SYNPCC7002_A0438	Bacterial toxins	Type II toxins: Membrane damaging toxins	Pore-forming toxins, Other			
SYNPCC7002_A1210	Bacterial toxins	Type II toxins: Membrane damaging toxins	Pore-forming toxins, Other			
SYNPCC7002_G0069	Secretion system	Type I secretion system	alpha-Hemolysin/cyclolysin transporter			
SYNPCC7002_G0070	Secretion system	Type I secretion system	alpha-Hemolysin/cyclolysin transporter			
SYNPCC7002_A2335	Secretion system	Type II secretion system	General secretion pathway protein			
SYNPCC7002_A2604	Secretion system	Type II secretion system	General secretion pathway protein			
SYNPCC7002_A2803	Secretion system	Type II secretion system	Pilin secretion/fimbrial assembly protein			
SYNPCC7002_A2804	Secretion system	Type II secretion system	Pilin secretion/fimbrial assembly protein			
SYNPCC7002_A0696	Secretion system	Type II secretion system	Pilin secretion/fimbrial assembly protein			
SYNPCC7002_A0699	Secretion system	Type II secretion system	Pilin secretion/fimbrial assembly protein			
SYNPCC7002_A2604	Secretion system	Type II secretion system	Pilin secretion/fimbrial assembly protein			
SYNPCC7002_A2602	Secretion system	Type II secretion system	Pilin secretion/fimbrial assembly protein			
SYNPCC7002_A1375	Secretion system	Type II secretion system	Pilin secretion/fimbrial assembly protein			
SYNPCC7002_A1374	Secretion system	Type II secretion system	Pilin secretion/fimbrial assembly protein			
SYNPCC7002_A2601	Secretion system	Type II secretion system	Pilin secretion/fimbrial assembly protein			
SYNPCC7002_A2600	Secretion system	Type II secretion system	Pilin secretion/fimbrial assembly protein			
SYNPCC7002_A2599	Secretion system	Type II secretion system	Pilin secretion/fimbrial assembly protein			
SYNPCC7002_A1372	Secretion system	Type II secretion system	Pilin secretion/fimbrial assembly protein			
SYNPCC7002_A0501	Secretion system	Type II secretion system	Pilin secretion/fimbrial assembly protein			
SYNPCC7002_A0502	Secretion system	Type II secretion system	Pilin secretion/fimbrial assembly protein			
SYNPCC7002_A0503	Secretion system	Type II secretion system	Pilin secretion/fimbrial assembly protein			
SYNPCC7002_A0504	Secretion system	Type II secretion system	Pilin secretion/fimbrial assembly protein			
SYNPCC7002_A1212	Secretion system	Type II secretion system	Pilin secretion/fimbrial assembly protein			
SYNPCC7002_A0697	Secretion system	Type II secretion system	Pilin secretion/fimbrial assembly protein			
SYNPCC7002_A1305	Secretion system	Type II secretion system	Pilin secretion/fimbrial assembly protein			
SYNPCC7002_A1922	Secretion system	Type II secretion system	Pilin secretion/fimbrial assembly protein			
SYNPCC7002_A2604	Secretion system	Type II secretion system	Type IVa pilus homolog protein			
SYNPCC7002_A1212	Secretion system	Type II secretion system	Type IVa pilus homolog protein			
SYNPCC7002_A0697	Secretion system	Type II secretion system	Type IVa pilus homolog protein			
SYNPCC7002_A2129	Secretion system	Type II secretion system	Type IVa pilus homolog protein			
SYNPCC7002_A1687	Secretion system	Type II secretion system	Type IVa pilus homolog protein			
SYNPCC7002_A2705	Secretion system	Type II secretion system	Type IVa pilus homolog protein			
SYNPCC7002_A0827	Secretion system	Type II secretion system	Competence-related DNA transformation transporter (DNA-T) core components			
SYNPCC7002_A1259	Secretion system	Sec (secretion) system	Prokaryotic Sec-SRP core components			
SYNPCC7002_A0656	Secretion system	Sec (secretion) system	Prokaryotic Sec-SRP core components			
SYNPCC7002_A1031	Secretion system	Sec (secretion) system	Prokaryotic Sec-SRP core components			
SYNPCC7002_A0657	Secretion system	Sec (secretion) system	Prokaryotic Sec-SRP core components			
SYNPCC7002_A2234	Secretion system	Sec (secretion) system	Prokaryotic Sec-SRP core components			
SYNPCC7002_A1047	Secretion system	Sec (secretion) system	Prokaryotic Sec-SRP core components			
SYNPCC7002_A1622	Secretion system	Sec (secretion) system	Prokaryotic Sec-SRP core components			
SYNPCC7002_A2793	Secretion system	Sec (secretion) system	Prokaryotic Sec-SRP core components			
SYNPCC7002_A0991	Secretion system	Sec (secretion) system	Prokaryotic Sec-SRP core components			
SYNPCC7002_A1622	Secretion system	Sec (secretion) system	Eukaryotic Sec-SRP protein			
SYNPCC7002_A0716	Secretion system	Twin-arginine translocation (Tat) system	Twin-arginine translocation (Tat) pathway protein			
SYNPCC7002_A2229	Secretion system	Twin-arginine translocation (Tat) system	Twin-arginine translocation (Tat) pathway protein			
SYNPCC7002_A1225	Secretion system	Twin-arginine translocation (Tat) system	Twin-arginine translocation (Tat) pathway protein			
SYNPCC7002_A0069	Lipopolysaccharide biosynthesis proteins	Lipid A				
SYNPCC7002_A0068	Lipopolysaccharide biosynthesis proteins	Lipid A				
SYNPCC7002_A0319	Lipopolysaccharide biosynthesis proteins	Lipid A				
SYNPCC7002_A0941	Lipopolysaccharide biosynthesis proteins	Lipid A				
SYNPCC7002_A2034	Lipopolysaccharide biosynthesis proteins	Lipid A				
SYNPCC7002_A1903	Lipopolysaccharide biosynthesis proteins	Core region				
SYNPCC7002_A0766	Lipopolysaccharide biosynthesis proteins	O-antigen repeat unit				
SYNPCC7002_A2431	Lipopolysaccharide biosynthesis proteins	O-antigen repeat unit				
SYNPCC7002_A2017	Antimicrobial resistance genes	Gene variants	Macrolide resistance genes	Others		
SYNPCC7002_A1262	Antimicrobial resistance genes	Gene sets	beta-Lactam resistance modules	beta-Lactam resistance, Bla system [MD:M00627]		
SYNPCC7002_A2145	Antimicrobial resistance genes	Gene sets	Vancomycin resistance modules	Vancomycin resistance, D-Ala-D-Lac type [MD:M00651]		
SYNPCC7002_A2266	Antimicrobial resistance genes	Gene sets	Vancomycin resistance modules	Vancomycin resistance, D-Ala-D-Lac type [MD:M00651]		
SYNPCC7002_A0131	Antimicrobial resistance genes	Gene sets	Multipdrug resistance modules	Multidrug resistance, efflux pump MexPQ-OpmE [MD:M00769]		
SYNPCC7002_A0989	Transfer RNA biogenesis	5'processing factors	Ribonucrease P			
SYNPCC7002_A2807	Transfer RNA biogenesis	3'processing and CCA adding factors	3'processing factors			
SYNPCC7002_A2077	Transfer RNA biogenesis	3'processing and CCA adding factors	3'processing factors			
SYNPCC7002_A0574	Transfer RNA biogenesis	3'processing and CCA adding factors	3'processing factors			
SYNPCC7002_A2054	Transfer RNA biogenesis	3'processing and CCA adding factors	3'processing factors			
SYNPCC7002_A1325	Transfer RNA biogenesis	3'processing and CCA adding factors	CCA adding factors			
SYNPCC7002_A1495	Transfer RNA biogenesis	3'processing and CCA adding factors	CCA adding factors			
SYNPCC7002_A2515	Transfer RNA biogenesis	tRNA spricing factors	tRNA splicing ligases			
SYNPCC7002_A1694	Transfer RNA biogenesis	Aminoacyl-tRNA synthetases (AARSs)	Multi-aminoacyl-tRNA synthetase complex (MSC)			
SYNPCC7002_A1656	Transfer RNA biogenesis	Aminoacyl-tRNA synthetases (AARSs)	Multi-aminoacyl-tRNA synthetase complex (MSC)			
SYNPCC7002_A1609	Transfer RNA biogenesis	Aminoacyl-tRNA synthetases (AARSs)	Other AARSs			
SYNPCC7002_A0037	Transfer RNA biogenesis	Aminoacyl-tRNA synthetases (AARSs)	Other AARSs			
SYNPCC7002_A0628	Transfer RNA biogenesis	Aminoacyl-tRNA synthetases (AARSs)	Other AARSs			
SYNPCC7002_A1756	Transfer RNA biogenesis	Aminoacyl-tRNA synthetases (AARSs)	Other AARSs			
SYNPCC7002_A0035	Transfer RNA biogenesis	Aminoacyl-tRNA synthetases (AARSs)	Other AARSs			
SYNPCC7002_A1672	Transfer RNA biogenesis	Aminoacyl-tRNA synthetases (AARSs)	Other AARSs			
SYNPCC7002_A1216	Transfer RNA biogenesis	Aminoacyl-tRNA synthetases (AARSs)	Other AARSs			
SYNPCC7002_A2706	Transfer RNA biogenesis	Aminoacyl-tRNA synthetases (AARSs)	Other AARSs			
SYNPCC7002_A2328	Transfer RNA biogenesis	Aminoacyl-tRNA synthetases (AARSs)	Other AARSs			
SYNPCC7002_A0422	Transfer RNA biogenesis	Aminoacyl-tRNA synthetases (AARSs)	Other AARSs			
SYNPCC7002_A0387	Transfer RNA biogenesis	Aminoacyl-tRNA synthetases (AARSs)	Other AARSs			
SYNPCC7002_A2456	Transfer RNA biogenesis	Aminoacyl-tRNA synthetases (AARSs)	Other AARSs			
SYNPCC7002_A2873	Transfer RNA biogenesis	Aminoacyl-tRNA synthetases (AARSs)	Other AARSs			
SYNPCC7002_A1394	Transfer RNA biogenesis	Aminoacyl-tRNA synthetases (AARSs)	Other AARSs			
SYNPCC7002_A0599	Transfer RNA biogenesis	Aminoacyl-tRNA synthetases (AARSs)	Other AARSs			
SYNPCC7002_A0493	Transfer RNA biogenesis	Aminoacyl-tRNA synthetases (AARSs)	Other AARSs			
SYNPCC7002_A0447	Transfer RNA biogenesis	Aminoacyl-tRNA synthetases (AARSs)	Other AARSs			
SYNPCC7002_A2275	Transfer RNA biogenesis	Aminoacyl-tRNA synthetases (AARSs)	Other AARSs			
SYNPCC7002_A2468	Transfer RNA biogenesis	Aminoacyl-tRNA synthetases (AARSs)	Other AARSs			
SYNPCC7002_A0209	Transfer RNA biogenesis	Aminoacyl-tRNA synthetases (AARSs)	Trans-editing factors			
SYNPCC7002_A2067	Transfer RNA biogenesis	tRNA modification factors	Deaminases			
SYNPCC7002_A0746	Transfer RNA biogenesis	tRNA modification factors	Dihydorouridine synthases			
SYNPCC7002_A0940	Transfer RNA biogenesis	tRNA modification factors	Dihydorouridine synthases			
SYNPCC7002_A1915	Transfer RNA biogenesis	tRNA modification factors	Methylthiotransferases			
SYNPCC7002_A0342	Transfer RNA biogenesis	tRNA modification factors	Methyltransferases			
SYNPCC7002_A2394	Transfer RNA biogenesis	tRNA modification factors	Methyltransferases			
SYNPCC7002_A0903	Transfer RNA biogenesis	tRNA modification factors	Methyltransferases			
SYNPCC7002_A2407	Transfer RNA biogenesis	tRNA modification factors	Methyltransferases			
SYNPCC7002_A1170	Transfer RNA biogenesis	tRNA modification factors	Methyltransferases			
SYNPCC7002_A0126	Transfer RNA biogenesis	tRNA modification factors	Methyltransferases			
SYNPCC7002_A2765	Transfer RNA biogenesis	tRNA modification factors	Methyltransferases			
SYNPCC7002_A1107	Transfer RNA biogenesis	tRNA modification factors	Methyltransferases			
SYNPCC7002_A1040	Transfer RNA biogenesis	tRNA modification factors	Psudouridine synthases			
SYNPCC7002_A0485	Transfer RNA biogenesis	tRNA modification factors	Psudouridine synthases			
SYNPCC7002_A2836	Transfer RNA biogenesis	tRNA modification factors	Psudouridine synthases			
SYNPCC7002_A2709	Transfer RNA biogenesis	tRNA modification factors	Thiolation factors			
SYNPCC7002_A0226	Transfer RNA biogenesis	tRNA modification factors	Thiolation factors			
SYNPCC7002_A2065	Transfer RNA biogenesis	tRNA modification factors	Thiolation factors			
SYNPCC7002_A0787	Transfer RNA biogenesis	tRNA modification factors	Thiolation factors			
SYNPCC7002_A0921	Transfer RNA biogenesis	tRNA modification factors	Thiolation factors			
SYNPCC7002_A1112	Transfer RNA biogenesis	tRNA modification factors	Other tRNA modification factors			
SYNPCC7002_A1195	Transfer RNA biogenesis	tRNA modification factors	Other tRNA modification factors			
SYNPCC7002_A1552	Transfer RNA biogenesis	tRNA modification factors	Other tRNA modification factors			
SYNPCC7002_A1200	Transfer RNA biogenesis	tRNA modification factors	Other tRNA modification factors			
SYNPCC7002_A0281	Transfer RNA biogenesis	tRNA modification factors	Other tRNA modification factors			
SYNPCC7002_A0457	Transfer RNA biogenesis	tRNA modification factors	Other tRNA modification factors			
